Dados
"S.3.1 Menu | Por motivos corona vírus, estamos com problemas  financeiros | Em caso de dúvidas ou problemas referentes ao aplicativo, serviços  ou Wi-Fi, entre em contato com a Central  no "
S.3.1 Menu | Por onde acessar  e WI-FI | Para que o Wi-Fi funcione é necessário que a ignição esteja LIGADA.
"S.3.1 Menu | posso contratar  sem wi-fi? | É possível renovar seu plano  sem contratar o Wi-Fi, porém, para contratar um pacote Wi-Fi, é necessário ter pelo menos o plano  Connect ativado em seu veículo."
"S.3.1 Menu | preciso ter wifi para ter ? | É possível renovar seu plano  sem contratar o Wi-Fi, porém, para contratar um pacote Wi-Fi, é necessário ter pelo menos o plano  Connect ativado em seu veículo."
"S.3.1 Menu | Quais os benefícios desse plano? | Pelo Aplicativo , além dos comandos remotos: ""Ligar e Desligar"", ""Luzes e Buzinas"" e ""Travar e Destravar as portas"", você também acessa outros serviços como:  - Localização do veículo - Diagnósticos do veículo - Agendamento de Serviços - Rede Wi-Fi - Condução Inteligente  - Navegação (se o veículo for compatível) - Plano  - Acessar a conta - Editar o my App - Configurações - Manual do Proprietário - Videos e Artigos - Fale conosco"
S.3.1 Menu | Quais os serviços que esse plano oferece? |  é uma tecnologia exclusiva que garante segurança aos usuários e conectividade aos produtos . Conheça mais sobre os serviços acessando o link /servicos_
"S.3.1 Menu | Quais pacotes de wi-fi? | É possível renovar seu plano  sem contratar o Wi-Fi, porém, para contratar um pacote Wi-Fi, é necessário ter pelo menos o plano  Connect ativado em seu veículo."
"S.3.1 Menu | Qual dois usar? | É possível sim ter o aplicativo instalado em dois aparelhos celulares. A condição é que ambos tenham acesso ao Login (e-mail), senha e PIN."
"S.3.1 Menu | Qual número ligo pra cadastrar o cartão | É possível utilizar o cartão de terceiros para desbloquear os dois meses de gratuidade ou renovação. Porém, recomendamos que seja de um parente próximo e que o mesmo esteja presente para validar os dados de segurança."
"S.3.1 Menu | Quero saber que beneficio eu tenho se o carro for roubado | No caso de roubo ou furto do seu veículo, ligue imediatamente para a Central  no . É necessário que realize um B.O. (Boletim de Ocorrência) na delegacia mais próxima ou pela internet."
"S.3.1 Menu | Se eu quiser eu esse serviço aí quanto que eu vou pagar por mês | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"S.3.1 Menu | Sem dúvida tudo no controle. | Em caso de dúvidas ou problemas referentes ao aplicativo, serviços  ou Wi-Fi, entre em contato com a Central  no "
"S.3.1 Menu | Só  saber  se estou  cadastrado  so isso mesmo. | Nós respeitamos a privacidade dos nossos clientes e por isso só realizamos o rastreamento  quando necessário em casos de furto e roubo. Assim que ativado seu  é possível acessar a localização do veículo no my App e site no link /meu_. Para desabilitar essa função, basta clicar no botão branco em seu retrovisor/teto."
"S.3.1 Menu | Solicito reenviar boleto com o código de barras para que eu possa fazer a quitação via aplicativo. Pq na sexta-feira não consegui efetuar o pagamento do mesmo. | Inicialmente, a forma de pagamento disponível para  e Wi-Fi é via cartão de crédito, no entanto, estamos trabalhando para disponibilizar novas opções de pagamento em breve."
"S.3.1 Menu | Tenho um Onix ltz Plus 2020 más não tenho interesse nos serviços , não é viável no momento | É possível renovar seu plano  sem contratar o Wi-Fi, porém, para contratar um pacote Wi-Fi, é necessário ter pelo menos o plano  Connect ativado em seu veículo."
"S.3.1 Menu | Uma dúvida. | Em caso de dúvidas ou problemas referentes ao aplicativo, serviços  ou Wi-Fi, entre em contato com a Central  no "
"S.3.1 Menu | Vc pode me passar os valores? | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
